step,time
134,6.525e-6
135,6.809e-6
136,8.51e-6
137,6.619e-6
138,6.619e-6
139,7.281e-6
140,7.092e-6
141,9.267e-6
142,8.322e-6
143,7.659e-6
144,7.754e-6
145,9.078e-6
146,8.51e-6
147,8.605e-6
148,8.794e-6
149,8.889e-6
150,9.077e-6
151,9.078e-6
152,9.645e-6
153,9.173e-6
154,9.834e-6
155,8.51e-6
156,8.227e-6
157,8.132e-6
158,8.794e-6
159,8.889e-6
160,2.2316e-5
161,8.794e-6
162,8.605e-6
163,8.321e-6
164,8.888e-6
165,9.173e-6
166,8.321e-6
167,7.376e-6
168,7.375e-6
169,7.281e-6
170,8.227e-6
171,7.565e-6
172,7.754e-6
173,8.321e-6
174,8.037e-6
175,7.565e-6
176,8.321e-6
177,7.659e-6
178,7.471e-6
179,8.037e-6
180,7.754e-6
181,8.038e-6
182,7.848e-6
183,8.037e-6
184,8.51e-6
185,7.754e-6
186,7.849e-6
187,8.037e-6
188,8.416e-6
189,8.227e-6
190,8.227e-6
191,8.226e-6
192,8.604e-6
193,1.0307e-5
194,8.7e-6
195,8.794e-6
196,9.078e-6
197,8.699e-6
198,9.739e-6
199,8.7e-6
200,8.51e-6
201,8.794e-6
202,9.078e-6
203,9.551e-6
204,9.267e-6
205,9.078e-6
206,9.266e-6
207,9.551e-6
208,8.51e-6
209,8.51e-6
210,9.267e-6
211,8.51e-6
212,8.227e-6
213,8.321e-6
214,8.227e-6
215,8.416e-6
216,1.0118e-5
217,8.416e-6
218,9.078e-6
219,8.038e-6
220,8.037e-6
221,8.038e-6
222,7.659e-6
223,7.848e-6
224,8.227e-6
225,7.849e-6
226,7.281e-6
227,7.281e-6
228,7.092e-6
229,6.998e-6
230,7.187e-6
231,8.416e-6
232,7.375e-6
233,7.47e-6
234,7.092e-6
235,7.186e-6
236,7.47e-6
237,7.47e-6
238,7.754e-6
239,7.659e-6
240,8.132e-6
241,7.66e-6
242,8.038e-6
243,7.47e-6
244,8.605e-6
245,9.267e-6
246,8.227e-6
247,8.227e-6
248,8.132e-6
249,7.943e-6
250,7.66e-6
251,7.092e-6
252,7.092e-6
253,7.565e-6
254,7.659e-6
255,7.659e-6
256,9.267e-6
257,8.51e-6
258,7.092e-6
259,6.903e-6
260,6.903e-6
261,7.186e-6
262,7.471e-6
263,8.227e-6
264,8.132e-6
265,8.037e-6
266,8.132e-6
267,8.227e-6
268,8.983e-6
269,9.172e-6
270,9.739e-6
271,2.1844e-5
272,1.2009e-5
273,9.834e-6
274,1.0023e-5
275,1.0024e-5
276,9.645e-6
277,9.929e-6
278,9.077e-6
279,8.415e-6
280,8.416e-6
281,8.227e-6
282,8.321e-6
283,8.511e-6
284,8.511e-6
285,8.605e-6
286,8.605e-6
287,8.132e-6
288,9.172e-6
289,7.47e-6
290,7.47e-6
291,7.47e-6
292,7.66e-6
293,7.943e-6
294,7.564e-6
295,7.66e-6
296,8.132e-6
297,1.8156e-5
298,8.132e-6
299,8.132e-6
300,8.889e-6
301,8.038e-6
302,8.321e-6
303,8.51e-6
304,8.322e-6
305,7.943e-6
306,7.943e-6
307,8.038e-6
308,7.848e-6
309,8.038e-6
310,8.321e-6
311,8.132e-6
312,8.794e-6
313,8.037e-6
314,8.416e-6
315,8.416e-6
316,8.038e-6
317,8.037e-6
318,8.038e-6
319,7.565e-6
320,7.754e-6
321,7.565e-6
322,7.753e-6
323,9.739e-6
324,7.754e-6
325,7.849e-6
326,8.132e-6
327,8.037e-6
328,7.943e-6
329,7.565e-6
330,8.037e-6
331,7.66e-6
332,7.564e-6
333,7.375e-6
334,7.849e-6
335,7.848e-6
336,8.227e-6
337,7.47e-6
338,7.471e-6
339,7.66e-6
340,7.943e-6
341,7.754e-6
342,7.659e-6
343,7.565e-6
344,6.997e-6
345,7.092e-6
346,7.281e-6
347,7.281e-6
348,7.754e-6
349,8.889e-6
350,7.848e-6
351,8.132e-6
352,8.321e-6
353,1.0118e-5
354,8.322e-6
355,8.416e-6
356,8.699e-6
357,8.699e-6
358,1.2387e-5
359,9.456e-6
360,8.038e-6
361,2.0803e-5
362,8.132e-6
363,7.565e-6
364,8.038e-6
365,7.281e-6
366,7.186e-6
367,7.281e-6
368,7.47e-6
369,7.187e-6
370,7.092e-6
371,7.187e-6
372,6.714e-6
373,7.754e-6
374,6.997e-6
375,1.8912e-5
376,7.754e-6
377,7.375e-6
378,1.806e-5
379,8.132e-6
380,7.282e-6
381,7.375e-6
382,9.362e-6
383,8.037e-6
384,7.943e-6
385,8.037e-6
386,9.361e-6
387,8.322e-6
388,8.321e-6
389,8.038e-6
390,8.038e-6
391,7.848e-6
392,8.416e-6
393,8.132e-6
394,8.415e-6
395,8.322e-6
396,8.984e-6
397,8.699e-6
398,9.74e-6
399,8.132e-6
400,8.132e-6
401,8.038e-6
402,7.659e-6
403,7.754e-6
404,7.281e-6
405,6.997e-6
406,7.092e-6
407,6.903e-6
408,6.998e-6
409,6.713e-6
410,8.984e-6
411,6.43e-6
412,6.43e-6
413,6.525e-6
414,6.619e-6
415,6.619e-6
416,6.903e-6
417,7.092e-6
418,6.62e-6
419,6.525e-6
420,6.903e-6
421,7.187e-6
422,7.47e-6
423,6.903e-6
424,7.187e-6
425,7.565e-6
426,8.132e-6
427,7.375e-6
428,7.375e-6
429,7.565e-6
430,7.47e-6
431,7.471e-6
432,7.186e-6
433,7.47e-6
434,7.375e-6
435,7.281e-6
436,7.375e-6
437,7.471e-6
438,7.565e-6
439,8.416e-6
440,7.659e-6
441,7.565e-6
442,9.267e-6
443,8.038e-6
444,7.754e-6
445,7.565e-6
446,7.186e-6
447,7.47e-6
448,7.754e-6
449,7.754e-6
450,8.227e-6
451,8.889e-6
452,8.605e-6
453,8.226e-6
454,7.943e-6
455,7.848e-6
456,8.983e-6
457,8.699e-6
458,8.037e-6
459,8.226e-6
460,8.227e-6
461,7.754e-6
462,8.889e-6
463,8.322e-6
464,8.605e-6
465,8.416e-6
466,8.416e-6
467,8.699e-6
468,1.0307e-5
469,9.077e-6
470,9.456e-6
471,9.834e-6
472,1.1158e-5
473,1.078e-5
474,1.0213e-5
475,9.456e-6
476,9.362e-6
477,9.739e-6
478,9.55e-6
479,8.321e-6
480,8.416e-6
481,8.983e-6
482,8.7e-6
483,8.699e-6
484,8.511e-6
485,8.415e-6
486,7.943e-6
487,7.565e-6
488,7.565e-6
489,7.754e-6
490,7.281e-6
491,8.699e-6
492,1.9384e-5
493,8.699e-6
494,7.187e-6
495,7.092e-6
496,6.525e-6
497,6.714e-6
498,6.525e-6
499,6.43e-6
500,7.092e-6
