step,time
132,2.656e-6
133,2.75e-6
134,2.656e-6
135,2.655e-6
136,2.656e-6
137,2.656e-6
138,2.655e-6
139,2.656e-6
140,2.655e-6
141,2.656e-6
142,2.656e-6
143,2.655e-6
144,2.656e-6
145,2.655e-6
146,2.75e-6
147,2.751e-6
148,2.751e-6
149,2.655e-6
150,2.656e-6
151,2.655e-6
152,2.751e-6
153,2.656e-6
154,2.655e-6
155,2.656e-6
156,2.656e-6
157,2.655e-6
158,2.656e-6
159,2.656e-6
160,2.655e-6
161,2.655e-6
162,2.75e-6
163,2.656e-6
164,2.751e-6
165,2.655e-6
166,2.656e-6
167,2.656e-6
168,2.75e-6
169,2.656e-6
170,2.656e-6
171,2.656e-6
172,2.751e-6
173,2.656e-6
174,2.655e-6
175,2.656e-6
176,2.656e-6
177,2.656e-6
178,2.656e-6
179,2.561e-6
180,2.751e-6
181,2.656e-6
182,2.656e-6
183,2.656e-6
184,2.655e-6
185,2.656e-6
186,2.75e-6
187,2.561e-6
188,2.751e-6
189,2.56e-6
190,2.656e-6
191,2.655e-6
192,2.656e-6
193,2.656e-6
194,5.785e-6
195,2.656e-6
196,2.751e-6
197,2.75e-6
198,2.656e-6
199,2.656e-6
200,2.655e-6
201,2.656e-6
202,1.8401e-5
203,2.656e-6
204,2.655e-6
205,2.656e-6
206,2.656e-6
207,2.655e-6
208,2.561e-6
209,2.655e-6
210,2.656e-6
211,2.656e-6
212,2.655e-6
213,2.656e-6
214,2.656e-6
215,2.561e-6
216,2.656e-6
217,2.656e-6
218,2.656e-6
219,2.655e-6
220,2.75e-6
221,2.656e-6
222,2.655e-6
223,2.656e-6
224,2.656e-6
225,2.655e-6
226,2.656e-6
227,2.656e-6
228,2.656e-6
229,2.656e-6
230,2.655e-6
231,2.656e-6
232,2.751e-6
233,2.655e-6
234,2.561e-6
235,2.655e-6
236,2.656e-6
237,2.656e-6
238,2.655e-6
239,2.656e-6
240,2.656e-6
241,2.656e-6
242,2.655e-6
243,1.3279e-5
244,2.845e-6
245,2.751e-6
246,2.656e-6
247,2.655e-6
248,2.656e-6
249,2.655e-6
250,2.656e-6
251,2.656e-6
252,2.655e-6
253,2.656e-6
254,2.656e-6
255,2.656e-6
256,2.656e-6
257,2.75e-6
258,2.656e-6
259,2.656e-6
260,2.655e-6
261,2.656e-6
262,2.656e-6
263,2.655e-6
264,2.656e-6
265,2.751e-6
266,2.656e-6
267,2.656e-6
268,2.656e-6
269,2.655e-6
270,2.656e-6
271,2.656e-6
272,2.655e-6
273,2.656e-6
274,1.3088e-5
275,2.846e-6
276,2.656e-6
277,2.561e-6
278,2.751e-6
279,2.655e-6
280,2.656e-6
281,2.656e-6
282,2.656e-6
283,2.656e-6
284,2.561e-6
285,2.656e-6
286,2.656e-6
287,2.656e-6
288,2.656e-6
289,2.655e-6
290,2.751e-6
291,2.656e-6
292,2.75e-6
293,2.656e-6
294,2.655e-6
295,2.656e-6
296,2.655e-6
297,2.656e-6
298,2.656e-6
299,2.655e-6
300,2.75e-6
301,2.656e-6
302,2.75e-6
303,2.656e-6
304,2.656e-6
305,2.655e-6
306,2.751e-6
307,2.561e-6
308,2.655e-6
309,2.656e-6
310,2.75e-6
311,2.656e-6
312,2.75e-6
313,2.656e-6
314,2.656e-6
315,2.656e-6
316,2.751e-6
317,2.656e-6
318,2.656e-6
319,2.656e-6
320,2.655e-6
321,2.656e-6
322,2.656e-6
323,2.656e-6
324,2.751e-6
325,2.655e-6
326,2.656e-6
327,2.656e-6
328,2.561e-6
329,2.656e-6
330,2.655e-6
331,2.656e-6
332,2.656e-6
333,2.656e-6
334,2.656e-6
335,2.655e-6
336,2.656e-6
337,2.656e-6
338,2.655e-6
339,2.656e-6
340,2.656e-6
341,2.656e-6
342,2.656e-6
343,2.655e-6
344,2.656e-6
345,2.656e-6
346,2.656e-6
347,2.656e-6
348,2.751e-6
349,2.56e-6
350,2.656e-6
351,2.656e-6
352,2.655e-6
353,2.656e-6
354,2.751e-6
355,2.655e-6
356,2.656e-6
357,2.656e-6
358,2.561e-6
359,2.656e-6
360,2.656e-6
361,2.655e-6
362,2.561e-6
363,2.655e-6
364,2.656e-6
365,2.656e-6
366,2.656e-6
367,2.655e-6
368,2.656e-6
369,2.655e-6
370,2.656e-6
371,2.656e-6
372,2.656e-6
373,2.656e-6
374,2.655e-6
375,2.656e-6
376,2.656e-6
377,2.656e-6
378,2.656e-6
379,2.656e-6
380,2.656e-6
381,2.656e-6
382,2.655e-6
383,2.656e-6
384,2.656e-6
385,2.656e-6
386,2.656e-6
387,2.655e-6
388,2.656e-6
389,2.561e-6
390,2.656e-6
391,2.656e-6
392,2.656e-6
393,2.655e-6
394,2.656e-6
395,2.656e-6
396,2.656e-6
397,2.656e-6
398,2.655e-6
399,2.656e-6
400,2.656e-6
401,2.656e-6
402,2.656e-6
403,2.655e-6
404,2.656e-6
405,2.656e-6
406,2.561e-6
407,2.656e-6
408,2.75e-6
409,2.656e-6
410,2.656e-6
411,2.655e-6
412,2.656e-6
413,2.655e-6
414,2.656e-6
415,2.655e-6
416,2.656e-6
417,2.656e-6
418,2.655e-6
419,2.656e-6
420,2.655e-6
421,2.656e-6
422,2.561e-6
423,2.656e-6
424,2.656e-6
425,2.655e-6
426,2.656e-6
427,2.656e-6
428,2.656e-6
429,2.656e-6
430,2.655e-6
431,2.656e-6
432,2.655e-6
433,2.656e-6
434,2.656e-6
435,2.75e-6
436,2.751e-6
437,2.56e-6
438,2.656e-6
439,2.656e-6
440,2.845e-6
441,2.75e-6
442,2.561e-6
443,2.655e-6
444,2.656e-6
445,2.655e-6
446,2.656e-6
447,2.656e-6
448,2.655e-6
449,2.655e-6
450,2.561e-6
451,2.655e-6
452,2.656e-6
453,2.655e-6
454,2.656e-6
455,2.656e-6
456,2.656e-6
457,2.656e-6
458,2.655e-6
459,2.656e-6
460,2.751e-6
461,2.656e-6
462,2.656e-6
463,2.655e-6
464,2.656e-6
465,2.656e-6
466,2.75e-6
467,2.656e-6
468,2.656e-6
469,2.655e-6
470,2.656e-6
471,2.656e-6
472,2.751e-6
473,2.656e-6
474,2.656e-6
475,2.656e-6
476,2.75e-6
477,2.656e-6
478,2.656e-6
479,2.655e-6
480,2.751e-6
481,2.656e-6
482,2.655e-6
483,2.656e-6
484,2.75e-6
485,2.655e-6
486,2.656e-6
487,2.655e-6
488,2.656e-6
489,2.656e-6
490,2.656e-6
491,2.656e-6
492,2.656e-6
493,2.656e-6
494,2.656e-6
495,2.655e-6
496,2.656e-6
497,2.656e-6
498,2.656e-6
499,2.656e-6
500,2.655e-6
